[INFO] [2024-11-07 12:19:27,637] Ejecutando archivo lorenz_system - 0
[INFO] [2024-11-07 12:19:27,637] ----------------------------------------------
[INFO] [2024-11-07 12:19:27,637] ----------------------------------------------
[INFO] [2024-11-07 12:19:27,637] Ejecutando ftle_variational_equations
[INFO] [2024-11-07 12:19:27,637] -- Cargando parámetros.
[INFO] [2024-11-07 12:19:27,638] -- Parámetros del proceso:
[INFO] [2024-11-07 12:19:27,638] 	 T=10
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6875691762988424, 0.15293691801814746]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4762209603005644, 0.9398978209641506]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5848805302443059, 0.46638791105077426]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4655590973411141, 0.9801950140018308]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9007610836548, 0.7670285135352347]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5209125546156111, 0.1814216098143806]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.3778338570989551, 0.6369626426633039]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5364640679719697, 0.10636591764078707]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.904144632922299, 0.08396530428720539]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.7296616145183711, 0.8122169526829994]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9600520669398431, 0.7731300744573213]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5457579481633064, 0.6180542490469878]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5664360345607495, 0.5616331438615506]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.581618138602767, 0.2361526303128687]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.01342794067292008, 0.49497897303995386]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.215840557269938, 0.9208358731464218]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.725668821487, 0.8259413280890513]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.3605598400484411, 0.24685935798445213]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.37980435839382654, 0.565519964924249]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4185227180205934, 0.6019811345225132]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8787387651925842, 0.5536331791893626]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9280280620198371, 0.8903700362596881]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9558061150788716, 0.16210850916025843]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4496230471696866, 0.3065394047167017]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8252253454652989, 0.3735759801423679]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.2612503672548613, 0.1362544057677314]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9895375256290474, 0.02954162739464239]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.043711714099577526, 0.4952792418923919]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4102810071570381, 0.40347103200199097]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.20219766916821258, 0.02379519681558384]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.2527861844246325, 0.9355967633805271]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.14541605866057672, 0.015460858272710154]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6868752112165527, 0.5600467111942842]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.7477392990033106, 0.17127623563953887]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5276162812798514, 0.2828885848796945]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.418328632684663, 0.7223540552705535]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.45906663732458963, 0.3591328373719579]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.14171886715629567, 0.09170248997667829]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.7245398254595069, 0.3241224989750925]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5012396965457798, 0.20187771571267854]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9736069138590147, 0.4683495534752822]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6551543869796966, 0.16188697490640813]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.08183786951174454, 0.531408968309607]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5285155753119835, 0.7311491042896663]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6096928129468356, 0.352513045782028]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.011558440128757619, 0.027153759125439603]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8032317944739136, 0.5261673175808105]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4242976025681594, 0.9117843147825082]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8344857143694783, 0.6319660553834089]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.4228818020719266, 0.40437705601574503]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6802103256944788, 0.2619461905411652]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.41208504967983406, 0.6252267102737245]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9046811797612478, 0.03601791766573659]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8072344081761701, 0.9365730753344338]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6533366273294711, 0.08608262146504664]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.1605773660137083, 0.7280597637784733]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.0478617809630314, 0.6653853606532061]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.36564881678333494, 0.4573600582163879]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.1803798010778519, 0.10975254529227274]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.1820503746434795, 0.8459325437223686]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.9687290130274118, 0.2303532515814578]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.37992657368091987, 0.8733889065031062]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.7838952025374254, 0.30817272932355233]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.17598322204257455, 0.5581406121177638]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6407539467436307, 0.9920442651498095]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.963593787195218, 0.6136802714717361]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.11597989790004004, 0.9565661557363546]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.41378680168357707, 0.9374841175000689]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6500739186666815, 0.2675141778993465]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.07026590422561119, 0.5245749861009857]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.3106184591780047, 0.9582348566077145]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6700076435267498, 0.21315300362254908]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.3162234178128075, 0.8550261876095206]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.33588155098845796, 0.7136860660473798]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5464822497372754, 0.595965803734147]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.37895314208817676, 0.32988940303948366]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.43568104253590056, 0.9055422210771951]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.613919526129923, 0.7853166525501148]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.19274689477117002, 0.31552180168798805]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.1880250797510944, 0.3645847409500923]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.46866241199360725, 0.3677963750346743]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.99744347959121, 0.4662048422929689]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2920446354924283, 0.12833949031364222]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6272649774107072, 0.4752789409854741]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9139207051318657, 0.28374954516672657]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8812072667558796, 0.8859575203219193]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6343494137760322, 0.8420803937569117]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6631936517283059, 0.37293404009882836]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.4121446782834899, 0.29745458848379647]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.487038699259709, 0.23484561883685218]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9124976054289667, 0.7721888257431828]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6372284706757307, 0.4477340463776752]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5030102406532055, 0.9310772346944142]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.15204393219270096, 0.444185775425857]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8095803565101881, 0.6410725427211572]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2632672385520618, 0.4612886617686701]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8496298954662922, 0.8690422136467018]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.3998186219135088, 0.10139211740627219]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8792567606285986, 0.5768102980371722]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.43027455734852194, 0.07306075241064014]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8475776293037434, 0.148126724992943]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.583337505352776, 0.12742051680889555]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.7230829497721174, 0.28160487625574393]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9508730110834697, 0.7723048864778225]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8657424690466962, 0.5754445190698716]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6828476392552874, 0.2305798315005615]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.46204624468486244, 0.6126297972927514]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.008051414763244225, 0.9138024275033431]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5640944199726416, 0.19201581451395922]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2597286531748486, 0.02340098730061979]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9754780492758615, 0.838735561309197]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.03359573184732234, 0.10916865649627983]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.36144114275592043, 0.2521996875354936]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2730300006931945, 0.7831558539297502]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6012716635334286, 0.9676594943353326]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.14549566545601977, 0.14903574493186933]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6739023004757613, 0.35730129708744385]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9320135387098061, 0.6139467244420651]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8330410116744359, 0.8760166199804585]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.859977930843789, 0.9818975135605367]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.7975181364790392, 0.3907239712901317]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.08919656620676752, 0.6544180992888986]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.19919912399416573, 0.7316270713784069]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.006628641000829272, 0.31679747121838975]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.4759968632133551, 0.6073594879809117]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6390612072907473, 0.5898005337110925]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.7464170862555499, 0.42884902163636984]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.41785347586830635, 0.7497197985240871]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.4642050919880024, 0.19344753182002727]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8386125198095632, 0.7476214034401052]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.4153589521789022, 0.9453937848263474]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2723123640426828, 0.07139493961937915]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.3177556547540443, 0.6996207925804296]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5606925655500056, 0.8593956083494921]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2677459337789595, 0.8969951918353692]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.28150980995682784, 0.1581810291678012]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9649777026219118, 0.3544609804852735]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.22418530349562915, 0.21199682384423701]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.7910997546274462, 0.5639467602682715]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.27755344236762847, 0.2012076534417615]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.8733179661241779, 0.25098965307167187]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.40767976819193663, 0.9323825744090664]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5153680569112696, 0.27086428975151156]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.2931332539003162, 0.6545578702115178]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9821528890345795, 0.39058239838339326]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5858873730158746, 0.29254235425828623]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.5728548244780689, 0.15332997617982036]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.41513093570312476, 0.8531374708931866]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9641537519689946, 0.28617982957333965]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.1685942042834192, 0.6534250321296712]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.6883238735968019, 0.40988843935627717]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.9231893973891975, 0.9131664581039949]
[INFO] [2024-11-07 12:23:50,566] 	 [0.0, 0.4897602865805145, 0.19252185393048382]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5996325156085535, 0.047947513207355574]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.15663433086708556, 0.19734875079396963]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.050101281230189976, 0.955362646495422]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6051483340158456, 0.19124496783731937]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6457186460516764, 0.5193426918843816]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.126748161059833, 0.6763975534243608]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.3021819568430576, 0.42714627010124484]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5427394459784135, 0.9361144936708125]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.46108327766534984, 0.3790334882888966]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.33853776763931376, 0.7353190528917294]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9554256790986771, 0.8741875729855197]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.40265697528411803, 0.6486092891349445]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.36333881658411393, 0.6914919387375339]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.1977114182671188, 0.750878859579946]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.06626438136460466, 0.4812676997624642]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.47537233597306416, 0.24947515427168565]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9968883301562065, 0.4084617203835089]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.34754556742874554, 0.49729506764743714]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.45720110536191894, 0.9825977667578287]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.24057688771105057, 0.3239890503077625]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9696528111948212, 0.13359583770767813]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6752119972271227, 0.6177364468916693]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5634187205169067, 0.12297189981137724]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.02153801216500728, 0.6285091672879045]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.8860384619743569, 0.5676376925401695]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9250702230356017, 0.40587528856996125]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.7442268804689217, 0.42246188672532414]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.2995957378699764, 0.7341389576284035]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.2857703688420168, 0.6507853388207042]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.4156652648257966, 0.3694161661743959]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5822753021782395, 0.16866991187303904]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5027326791606108, 0.6444231090970723]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.45246268188573313, 0.5251885935011372]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.029096773194036474, 0.2490581345905154]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.42839223804836835, 0.23090516065257483]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.10957668879177418, 0.6519658992821747]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.28703057038936886, 0.6049817563443598]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.19386901503926846, 0.24976563926579198]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.2492321406929956, 0.47777663889518696]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6602092211276628, 0.28740875332039595]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.2299415438269573, 0.5542533944081596]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.1067734236230532, 0.18935161863939354]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.01632143918856832, 0.9662853703114099]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6531426909062661, 0.46532882306288703]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.03302113889056091, 0.33321213510830616]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.13939376058316377, 0.8609324414186679]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.38150865304098247, 0.16671184395930005]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.4815820090786389, 0.193033188389104]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9735066050012436, 0.45339845253606204]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.45956609998169307, 0.28735326907498093]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9892814592656478, 0.8439947439762804]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6788739906016832, 0.16547919582192283]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5322125212445123, 0.3471040686029856]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.06550164933705083, 0.020598122138794084]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.7933261970352741, 0.889522741120619]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.07812977600193227, 0.48860028378730525]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.7469690431551428, 0.13756617664530668]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.10268805179691154, 0.8294215696179655]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9519227598523438, 0.4281867932153084]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.4605420171567387, 0.3636806028399078]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.6158824939238768, 0.850292028271436]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.3655026673655337, 0.5449223176294532]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.4467960182989078, 0.4983231779268277]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.5835807312933416, 0.03198501713003121]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.2873610840852101, 0.8831800080226528]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9103445223410778, 0.9423000982234976]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.337841377334833, 0.19050640340144687]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.21528165702369673, 0.25955152096544676]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.009942748443709015, 0.36339720481471327]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.4282930753458235, 0.4707847488635045]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.20966989846728679, 0.6194960347310438]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.7921105662711567, 0.3674836377620222]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.8683368359629319, 0.23035047609089698]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.19919608392998178, 0.5316399900031648]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.009626500399999904, 0.8259903909696233]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.9178513307881643, 0.5907315081710812]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.855307415484205, 0.8448997865096741]
[INFO] [2024-11-07 12:23:50,567] 	 [0.0, 0.05383049577440702, 0.6440470499493309]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.29899229028513474, 0.8188939808535062]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.6793433898371682, 0.7418432771226365]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.566467620882412, 0.6988505605796155]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.6002689800541413, 0.7205684286104119]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.290714522427706, 0.3289599727774464]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.7551084393218956, 0.31873746872581454]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.5791966596809704, 0.6262411655557825]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.9021728057460383, 0.38728770252578715]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.6759158718661067, 0.8485216557615758]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.49511200485859275, 0.7347123801026418]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.3461966452949684, 0.4998792656122738]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.4077436589414388, 0.2299784865026535]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.5930398292076782, 0.8380972428517571]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.3150369053455577, 0.7421459774399317]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.08203964061388991, 0.8014654445441844]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.7767402149043157, 0.43609638441711773]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.4582097167572853, 0.4939634174455608]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.25882117403794747, 0.6385954551268358]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.4216618090288624, 0.15312144225008584]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.6739143139334101, 0.39432415121287434]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.07792946513783827, 0.015257499253152562]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.5058959828121051, 0.023572342303471383]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.09672883316158187, 0.2817423782165691]
[INFO] [2024-11-07 12:23:50,568] 	 [0.0, 0.04685287976451136, 0.17953464625083604]
[INFO] [2024-11-07 12:23:50,568] 	 - Creando el sistema lorenz_system
[INFO] [2024-11-07 12:23:50,568] -- Ejecutando el cálculo la sección de poincaré.
[INFO] [2024-11-07 12:23:50,583] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,598] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,612] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,627] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,641] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,656] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,671] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,687] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,702] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,717] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,732] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,748] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,763] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,777] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,792] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,806] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,821] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,834] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,849] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,863] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,877] Se han encontrado 2 puntos con cambios de signo.
[INFO] [2024-11-07 12:23:50,894] Se han encontrado 2 puntos con cambios de signo.
